beer_id,brew_id,beer,abv,ibu,ounces,style,style2
937,380,543 Skull Creek Fresh Hopped Pale Ale,0.045,NA,12,American Pale Ale (APA),American Pale Ale (APA)
938,475,Gangway IPA,0.062,55,12,American IPA,American IPA
939,489,Toxic Sludge,0.07,NA,16,American Black Ale,NA
940,63,Boohai Red Ale,,NA,12,American Amber / Red Ale,American Amber / Red Ale
941,256,Secret Stache Stout,0.053,NA,16,American Stout,NA
942,380,1335 Wicked Snout,0.064,NA,12,Saison / Farmhouse Ale,NA
943,127,Deep Ellum IPA,0.07,70,12,American IPA,American IPA
944,488,Dock Street Amber Beer (1992),,NA,12,American Amber / Red Ale,American Amber / Red Ale
945,487,Long Hammer IPA,0.065,44,16,American IPA,American IPA
946,127,Dallas Blonde,0.052,23,12,American Blonde Ale,American Blonde Ale
947,453,Twister Creek India Pale Ale,0.065,71,12,American IPA,American IPA
948,17,Circuit Bohemian Pilsner,0.045,35,16,Czech Pilsener,NA
949,17,3 Gear Robust Porter,0.052,50,16,American Porter,NA
950,17,Rivet Irish Red Ale,0.051,22,16,Irish Red Ale,NA
951,17,Alloy,0.0579999999999999,36,16,American IPA,American IPA
952,82,Shift (1),0.05,29,12,American Pale Lager,NA
953,486,Wisco Disco,0.051,31,16,American Amber / Red Ale,American Amber / Red Ale
954,292,Phantom Punch Winter Stout,0.068,NA,12,Foreign / Export Stout,NA
955,166,Dale's Pale Ale,0.065,65,19.2,American Pale Ale (APA),American Pale Ale (APA)
956,299,Pomegranate Wheat (2008),0.047,NA,12,Fruit / Vegetable Beer,NA
957,299,Saranac Traditional Lager (2000),0.048,NA,12,American Pale Lager,NA
958,299,DAX Light (1998),0.045,NA,12,Light Lager,NA
959,299,Saranac Adirondack Light (2002),0.045,NA,12,Light Lager,NA
960,299,Saranac Golden Pilsener (2003),0.051,NA,12,German Pilsener,NA
961,485,Mac's Scottish Style Amber Ale (2000),0.051,32,12,American Amber / Red Ale,American Amber / Red Ale
962,485,Mac's Highlander Pale Ale (2000),0.05,NA,12,American Pale Ale (APA),American Pale Ale (APA)
963,484,Manhattan Gold Lager (1990),,NA,12,American Amber / Red Lager,NA
964,451,Dank IPA (2012),0.065,NA,16,American IPA,American IPA
965,483,Field 41 Pale Ale,0.044,38,12,American Pale Ale (APA),American Pale Ale (APA)
966,483,Topcutter India Pale Ale,0.068,70,12,American IPA,American IPA
967,392,Black IPA,0.071,95,12,American Black Ale,NA
968,482,Farmer John's Multi-Grain Ale,0.0559999999999999,21,16,American Blonde Ale,American Blonde Ale
969,482,Capital Gold Golden Lager,0.048,22,16,German Pilsener,NA
970,482,Des Moines IPA,0.068,75,16,American IPA,American IPA
971,361,Phat Chance,0.052,27,12,American Blonde Ale,American Blonde Ale
972,481,Rude Parrot IPA,0.059,75,16,American IPA,American IPA
973,480,Face Down Brown Ale,0.057,NA,12,American Brown Ale,NA
974,159,WYLD Extra Pale Ale,0.04,29,12,American Pale Ale (APA),American Pale Ale (APA)
975,385,Shipyard Summer Ale,0.051,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
976,368,Marooned On Hog Island,0.079,NA,12,American Stout,NA
977,446,Orignal Blend,0.051,NA,12,Cider,NA
978,374,Old Red Beard Amber Ale,0.06,35,12,American Amber / Red Ale,American Amber / Red Ale
979,374,Poop Deck Porter,0.062,35,12,American Porter,NA
980,374,Bitter Bitch Imperial IPA,0.0819999999999999,138,12,American Double / Imperial IPA,American Double / Imperial IPA
981,279,Barstool American Golden Ale,0.045,NA,12,American Blonde Ale,American Blonde Ale
982,279,Raincloud Robust Porter,0.065,NA,12,American Porter,NA
983,279,Backyahd IPA,0.06,NA,12,American IPA,American IPA
984,379,Leaning Chimney Smoked Porter,0.06,34,16,American Porter,NA
985,444,Bark Bite IPA,0.066,50,16,American IPA,American IPA
986,444,Morning Wood,0.055,35,16,Oatmeal Stout,NA
988,479,Davy Jones Lager,0.06,NA,12,Cream Ale,NA
989,479,AARGHtoberfest!,0.06,30,12,MÃ¤rzen / Oktoberfest,NA
990,479,Loose Cannon,0.072,45,12,American IPA,American IPA
991,240,Get Up Offa That Brown,0.055,20,16,American Brown Ale,NA
992,166,oSKAr the G'Rauch,0.085,NA,16,American IPA,American IPA
993,166,oSKAr the G'Rauch,0.085,NA,19.2,American IPA,American IPA
994,460,Abominable Ale,0.08,NA,12,English Strong Ale,NA
995,309,Winterfest,0.084,90,16,American Strong Ale,NA
996,107,Demshitz Brown Ale,0.0579999999999999,NA,12,American Brown Ale,NA
997,107,Awry Rye Pale Ale,0.0579999999999999,NA,12,American Pale Ale (APA),American Pale Ale (APA)
998,107,Tent Pole Vanilla Porter,0.061,NA,16,American Porter,NA
999,150,Watershed IPA (2013),0.067,70,12,American IPA,American IPA
1000,478,Good People Pale Ale,0.0559999999999999,36,12,American Pale Ale (APA),American Pale Ale (APA)
1001,477,413 Farmhouse Ale,0.06,NA,12,Saison / Farmhouse Ale,NA
1002,477,Gerry Dog Stout,0.065,NA,12,American Stout,NA
1003,477,Big Elm IPA,0.07,NA,12,American IPA,American IPA
1004,395,The One They Call Zoe,0.051,NA,12,American Pale Lager,NA
1005,110,5:00 O'Clock Afternoon Ale,0.05,25,16,American Blonde Ale,American Blonde Ale
1006,110,Elevation Triple India Pale Ale,0.099,100,12,American Double / Imperial IPA,American Double / Imperial IPA
1008,400,Macon History Ale,0.055,NA,12,American Brown Ale,NA
1009,45,Tallgrass Pub Ale,0.044,12,16,American Brown Ale,NA
1010,118,Old Potentate,0.072,40,12,Old Ale,NA
1011,118,Red Cockaded Ale (2013),0.085,110,12,American Double / Imperial IPA,American Double / Imperial IPA
1012,380,467 Ethan's Stout,0.05,NA,12,American Stout,NA
1013,264,Hibernal Vinifera Stout,0.08,NA,12,Foreign / Export Stout,NA
1014,369,Pumpkin Patch Ale (2012),0.05,NA,16,Pumpkin Ale,NA
1015,476,Hangar 24 Helles Lager,0.043,14,12,Munich Helles Lager,NA
1016,476,Orange Wheat,0.046,17,12,Fruit / Vegetable Beer,NA
1017,45,Ethos IPA,0.068,110,16,American IPA,American IPA
1018,34,Sculpin IPA,0.07,70,12,American IPA,American IPA
1019,34,Longfin Lager,0.046,NA,12,Munich Helles Lager,NA
1020,46,3Beans,0.099,85,12,Baltic Porter,NA
1021,475,Watership Brown Ale,0.072,55,12,American Brown Ale,NA
1022,201,Quaff India Style Session Ale,0.051,NA,16,American IPA,American IPA
1023,107,Mistress Winter Wheat,0.064,NA,12,Winter Warmer,NA
1024,368,Fireside Chat,0.079,45,12,Winter Warmer,NA
1025,380,N Street Drive-In 50th Anniversary IPA,,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1026,474,Preservation IPA,0.068,NA,16,American IPA,American IPA
1027,474,Big Island Shandy,0.05,NA,16,Shandy,NA
1028,365,Aaah Bock Lager,0.06,NA,16,Vienna Lager,NA
1029,295,Wachusett Light IPA (2013),0.04,37,12,American IPA,American IPA
1030,295,Country Pale Ale,0.051,17,12,English Pale Ale,NA
1031,10,Plow Horse Belgian Style Imperial Stout,0.095,NA,16,American Double / Imperial Stout,NA
1033,10,Hubris Quadrupel Anniversary Ale,0.099,NA,16,Quadrupel (Quad),NA
1034,240,Cabrillo KÃ¶lsch,0.05,NA,16,KÃ¶lsch,NA
1035,424,Rocky Mountain Oyster Stout,0.075,NA,12,American Stout,NA
1036,368,Lower De Boom,0.099,92,8.4,American Barleywine,NA
1037,329,Bronx Pale Ale,0.063,50,16,American Pale Ale (APA),American Pale Ale (APA)
1038,295,Wachusett Summer,0.047,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1039,473,Underachiever,0.05,NA,16,American Adjunct Lager,NA
1040,74,Hobnob B & B Pale Ale,0.065,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1041,74,Testudo,0.045,NA,12,BiÃ¨re de Garde,NA
1042,74,Atom Smasher,0.077,23,12,MÃ¤rzen / Oktoberfest,NA
1043,307,North Fork Lager,0.044,NA,12,American Pale Lager,NA
1044,10,Big Red Coq,0.06,NA,16,American Amber / Red Ale,American Amber / Red Ale
1045,424,Wynkoop Pumpkin Ale,0.055,NA,12,Pumpkin Ale,NA
1046,326,Golden Pilsner,0.05,35,12,German Pilsener,NA
1047,448,Back in the Saddle Rye Pale Ale,0.037,53,12,American Pale Ale (APA),American Pale Ale (APA)
1048,307,Outlaw IPA,0.062,65,12,American IPA,American IPA
1049,25,Bourbon Barrel Johan,0.099,60,16,English Barleywine,NA
1050,29,The Lawn Ranger,0.05,18,16,Cream Ale,NA
1051,326,Black Bear Dark Lager,0.046,24,12,Schwarzbier,NA
1052,326,Honey Wheat,0.047,14,12,American Pale Wheat Ale,American Pale Wheat Ale
1053,470,Pete's Wicked Summer Brew (1996),0.047,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1054,470,Pete's Wicked Summer Brew (1997),0.047,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1055,470,Pete's Wicked Summer Brew (2002),0.047,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1056,470,Pete's Wicked Pale Ale (1997),,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1057,472,South Ridge Amber Ale,0.06,31,16,American Amber / Red Ale,American Amber / Red Ale
1058,471,33 Select Brown Ale,0.065,26,16,American Brown Ale,NA
1059,471,The Hole in Hadrian's Wall,0.095,19,16,Scottish Ale,NA
1060,470,Pete's Wicked Bohemian Pilsner (1997),0.049,NA,12,Czech Pilsener,NA
1061,470,Pete's Wicked Summer Brew (1995),0.047,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1062,470,Pete's ESP Lager (1998),0.051,NA,12,American Pale Lager,NA
1063,45,Vanilla Bean Buffalo Sweat,0.05,20,16,Oatmeal Stout,NA
1064,365,Owney Irish Style Red Ale,0.05,30,16,Irish Red Ale,NA
1065,389,Dale's Pale Ale,0.065,65,12,American Pale Ale (APA),American Pale Ale (APA)
1066,327,Akari Shogun American Wheat Ale,0.055,NA,16,American Pale Wheat Ale,American Pale Wheat Ale
1067,220,Disconnected Red,0.067,85,16,American Amber / Red Ale,American Amber / Red Ale
1068,125,Barn Burner Saison,0.066,20,12,Saison / Farmhouse Ale,NA
1069,100,West Sixth Amber Ale,0.055,NA,12,American Amber / Red Ale,American Amber / Red Ale
1070,439,Longboard Island Lager,0.046,18,12,American Amber / Red Lager,NA
1071,30,Hop Shock IPA,0.07,85,12,American IPA,American IPA
1072,30,SanTan HefeWeizen,0.05,15,12,Hefeweizen,NA
1073,30,Epicenter Amber Ale,0.055,20,12,American Amber / Red Ale,American Amber / Red Ale
1075,386,Stout Ol' Friend (2012),0.064,NA,16,American Stout,NA
1076,309,Power House Porter,0.057,NA,12,American Porter,NA
1077,428,Schlafly American Brown Ale,0.05,30,12,American Brown Ale,NA
1078,428,Schlafly IPA,0.045,30,12,American IPA,American IPA
1079,262,Ozzy,0.073,NA,12,Belgian Pale Ale,NA
1080,284,Hop Happy,0.075,51,16,American IPA,American IPA
1081,200,Occidental KÃ¶lsch,0.045,NA,16,KÃ¶lsch,NA
1082,469,RecreationAle,0.047,42,12,American Pale Ale (APA),American Pale Ale (APA)
1085,80,Rise-Up Red (2014),0.0579999999999999,60,16,American Amber / Red Ale,American Amber / Red Ale
1086,128,Four Squared (2015),0.06,50,12,American Blonde Ale,American Blonde Ale
1087,468,Side Kick KÃ¶lsch,0.05,NA,12,KÃ¶lsch,NA
1088,159,Cutthroat Pale Ale,0.04,34,12,American Pale Ale (APA),American Pale Ale (APA)
1089,159,Hop Notch IPA (2013),0.073,82,12,American IPA,American IPA
1090,268,Double Bag,0.072,33,16,Altbier,NA
1091,128,Hans' Pils (2015),0.053,52,12,German Pilsener,NA
1092,227,Penn Quarter Porter,0.055,NA,12,American Porter,NA
1093,143,Narragansett Summer Ale,0.042,24,12,American Pale Wheat Ale,American Pale Wheat Ale
1094,145,Grey Lady,0.045,NA,12,Witbier,NA
1095,467,Orange Grove Wheat Ale,,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1096,467,Tampa Pale Ale,,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1097,159,Organic Baba Black Lager,0.04,32,12,Schwarzbier,NA
1098,43,Hala Kahiki Pineapple Beer,0.048,NA,12,Fruit / Vegetable Beer,NA
1099,43,Old Wylie's IPA,0.062,NA,12,American IPA,American IPA
1100,43,RT Lager,0.055,NA,12,American Amber / Red Lager,NA
1101,43,Grateful White,0.061,NA,12,Witbier,NA
1102,43,Maxwell's Scottish Ale,0.051,NA,12,Scottish Ale,NA
1103,43,Babbling Blonde,0.053,NA,12,American Blonde Ale,American Blonde Ale
1104,169,Rusty Nail Pale Ale,0.0559999999999999,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1105,169,3 Picket Porter,0.055,NA,12,American Porter,NA
1106,466,Pablo Beach Pale Ale,0.05,30,12,American Pale Ale (APA),American Pale Ale (APA)
1107,465,Nut Sack Imperial Brown Ale,0.07,NA,12,American Brown Ale,NA
1108,464,Sweet As Pacific Ale,0.06,18,12,American Pale Wheat Ale,American Pale Wheat Ale
1109,464,Descender IPA,0.07,70,12,American IPA,American IPA
1110,369,River Runners Pale Ale,0.06,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1111,272,Heady Topper,0.08,120,16,American Double / Imperial IPA,American Double / Imperial IPA
1112,61,Overrated! West Coast Style IPA,0.073,69,16,American IPA,American IPA
1113,303,Elder Betty,0.055,13,12,Hefeweizen,NA
1114,174,MechaHopzilla,0.088,NA,16,American Double / Imperial IPA,American Double / Imperial IPA
1115,277,Shenanigans Summer Ale,0.046,27,12,American Pale Wheat Ale,American Pale Wheat Ale
1116,460,Fremont Organic Pale Ale,0.045,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1117,133,Devil's Harvest Extra Pale Ale,0.0579999999999999,60,16,American Pale Ale (APA),American Pale Ale (APA)
1118,133,Suzy B Dirty Blonde Ale,0.05,20,16,American Blonde Ale,American Blonde Ale
1120,133,Hipster Breakfast,0.0579999999999999,40,16,Oatmeal Stout,NA
1121,74,Sidekick Extra Pale Ale,0.051,36,12,American Pale Ale (APA),American Pale Ale (APA)
1122,456,Ride Again Pale Ale,0.052,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1123,371,Helles Golden Lager,0.049,18,12,Munich Helles Lager,NA
1124,91,Happy Amber,0.06,30,12,American Amber / Red Ale,American Amber / Red Ale
1125,91,Gnarly Brown,0.07,32,12,American Brown Ale,NA
1126,91,Psychopathy,0.069,70,12,American IPA,American IPA
1127,25,Bourbon Barrel Wee Mac,0.054,23,16,Scottish Ale,NA
1128,25,Ring of Dingle,0.071,27,16,Irish Dry Stout,NA
1129,200,Occidental Altbier,0.05,NA,16,Altbier,NA
1130,200,Occidental Dunkel,0.051,NA,16,Dunkelweizen,NA
1131,235,Back East Ale,0.05,NA,12,American Amber / Red Ale,American Amber / Red Ale
1132,235,Misty Mountain IPA,0.07,NA,12,American IPA,American IPA
1133,44,A Little Crazy,0.068,NA,12,Belgian Pale Ale,NA
1134,327,Pony Pilsner,0.057,NA,16,German Pilsener,NA
1135,299,Our Legacy IPA,0.065,60,16,American IPA,American IPA
1136,10,Tart Side of the Moon,0.098,NA,16,Belgian Dark Ale,NA
1137,367,Pre Flight Pilsner,0.052,33,16,American Pilsner,NA
1138,141,Maduro Brown Ale,0.055,25,12,English Brown Ale,NA
1139,141,Invasion Pale Ale,0.05,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1140,141,JosÃ© MartÃ­ American Porter,0.08,65,12,American Porter,NA
1141,141,Jai Alai IPA Aged on White Oak,0.075,70,12,American IPA,American IPA
1142,141,Humidor Series India Pale Ale,0.075,70,12,American IPA,American IPA
1143,300,Boston Lager,0.049,30,12,Vienna Lager,NA
1144,300,Samuel Adams Summer Ale,0.053,7,12,American Pale Wheat Ale,American Pale Wheat Ale
1145,337,Cardinal Pale Ale,0.057,29,12,American Pale Ale (APA),American Pale Ale (APA)
1146,337,Brunette Nut Brown Ale,0.048,15,12,English Brown Ale,NA
1147,337,EOS Hefeweizen,0.048,10,12,Hefeweizen,NA
1148,337,Nebraska India Pale Ale,0.065,65,12,American IPA,American IPA
1149,388,Kentucky IPA,0.065,NA,16,American IPA,American IPA
1150,309,Woolybugger Wheat,0.046,12,12,American Pale Wheat Ale,American Pale Wheat Ale
1151,309,Hell-Diver Pale Ale,0.052,32,12,American Pale Ale (APA),American Pale Ale (APA)
1152,309,Galena Golden,0.043,NA,12,American Blonde Ale,American Blonde Ale
1153,158,Lumberyard Pilsner,0.053,20,12,American Pilsner,NA
1154,463,Terlingua Gold,0.06,NA,12,American Blonde Ale,American Blonde Ale
1155,463,Big Bend Hefeweizen,0.0559999999999999,NA,12,Hefeweizen,NA
1156,463,Number 22 Porter,0.064,NA,12,American Porter,NA
1157,463,Tejas Lager,0.047,NA,12,Czech Pilsener,NA
1158,463,La Frontera Premium IPA,0.078,NA,12,American IPA,American IPA
1159,453,Mother Ale,0.0559999999999999,46,12,American Blonde Ale,American Blonde Ale
1160,309,Old Devil's Tooth,0.099,100,12,American Barleywine,NA
1161,127,Rye Pils Session Lager,0.046,NA,12,German Pilsener,NA
1162,367,Oatmeal PSA,0.05,35,16,American Pale Ale (APA),American Pale Ale (APA)
1163,63,WinterWonderGrass Festival Ale,,NA,12,American Amber / Red Ale,American Amber / Red Ale
1164,449,TailGate Saison,0.05,NA,12,Saison / Farmhouse Ale,NA
1165,462,Colorado Native,0.055,26,12,American Amber / Red Lager,NA
1166,389,Dale's Pale Ale,0.065,65,19.2,American Pale Ale (APA),American Pale Ale (APA)
1167,166,Mama's Little Yella Pils,0.053,35,19.2,Czech Pilsener,NA
1168,244,Farm Girl Saison,0.06,30,16,Saison / Farmhouse Ale,NA
1169,435,Ol' Factory Pils,0.05,NA,12,German Pilsener,NA
1170,435,Workers Comp Saison,0.048,NA,12,Saison / Farmhouse Ale,NA
1171,435,Road 2 Ruin Double IPA,0.072,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1172,461,Mo's Gose,0.052,10,16,Gose,NA
1173,190,Evolutionary IPA (2012),0.062,70,12,American IPA,American IPA
1174,460,77 Fremont Select Spring Session IPA,0.04,NA,12,American IPA,American IPA
1175,389,Old Chub,0.08,35,12,Scottish Ale,NA
1176,110,Redacted Rye IPA,0.07,100,16,American IPA,American IPA
1177,192,Mutiny IPA,0.062,70,12,American IPA,American IPA
1178,10,Vivant Tripel,0.0819999999999999,NA,16,Tripel,NA
1179,459,River North Ale,0.05,NA,16,American Amber / Red Ale,American Amber / Red Ale
1180,459,River North White Ale,0.05,NA,16,Witbier,NA
1181,309,Sockeye Maibock,0.064,NA,12,Maibock / Helles Bock,NA
1182,29,Elliott's Phoned Home Pale Ale,0.051,36,16,American Pale Ale (APA),American Pale Ale (APA)
1183,107,Kindler Pale Ale,0.053,45,12,American Pale Ale (APA),American Pale Ale (APA)
1184,107,Dirtbag Dunkel,0.049,NA,16,Munich Dunkel Lager,NA
1185,379,Bring Back the Beach Blonde Ale,0.055,NA,16,American Blonde Ale,American Blonde Ale
1186,379,Hazy Day Belgian-Style Wit,0.04,20,16,Witbier,NA
1187,458,Peninsula Brewers Reserve (PBR),0.05,15,12,American Blonde Ale,American Blonde Ale
1188,378,Duke's Cold Nose Brown Ale,0.06,NA,12,American Brown Ale,NA
1189,435,Honeyspot Road White IPA,0.06,NA,12,American White IPA,NA
1190,271,Notch Session Pils,0.04,NA,12,Czech Pilsener,NA
1191,370,Swami's India Pale Ale,0.068,NA,16,American IPA,American IPA
1192,264,Vernal Minthe Stout,0.0579999999999999,NA,12,American Stout,NA
1193,458,Skilak Scottish Ale,0.0579999999999999,NA,12,Scottish Ale,NA
1194,181,Alpha Ale,0.051,45,12,American Pale Ale (APA),American Pale Ale (APA)
1195,181,Wild Wolf American Pilsner,0.045,25,12,American Pilsner,NA
1196,45,Wild Plum Farmhouse Ale,0.0559999999999999,20,16,Saison / Farmhouse Ale,NA
1197,457,Wagon Box Wheat Beer,0.059,15,12,American Pale Wheat Ale,American Pale Wheat Ale
1198,457,Saddle Bronc Brown Ale (2013),0.048,16,12,English Brown Ale,NA
1199,457,Indian Paintbrush IPA,0.07,75,12,American IPA,American IPA
1200,457,Bomber Mountain Amber Ale (2013),0.046,20,12,American Amber / Red Ale,American Amber / Red Ale
1201,237,Striped Bass Pale Ale,0.052,26,12,American Pale Ale (APA),American Pale Ale (APA)
1202,127,Farmhouse Wit,0.048,25,16,Saison / Farmhouse Ale,NA
1203,127,Double Brown Stout,0.07,NA,12,Baltic Porter,NA
1204,456,Hips Don't Lie,0.062,NA,16,Hefeweizen,NA
1205,383,Northern Lights India Pale Ale,0.065,52,16,American IPA,American IPA
1206,455,Red Clay IPA,0.07,NA,12,American IPA,American IPA
1207,455,Dam Lager,0.045,NA,12,American Amber / Red Lager,NA
1208,253,Twisted Helles Summer Lager,0.055,18,12,Munich Helles Lager,NA
1209,292,Summer Swelter,0.047,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1210,454,Mirror Pond Pale Ale,0.05,40,12,American Pale Ale (APA),American Pale Ale (APA)
1211,371,360Â° India Pale Ale,0.062,NA,12,American IPA,American IPA
1212,159,SUM'R,0.04,17,12,American Blonde Ale,American Blonde Ale
1213,453,Chuli Stout,0.059,55,12,Irish Dry Stout,NA
1214,206,Tender Loving Empire NWPA,0.0579999999999999,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1217,171,El Steinber Dark Lager,0.055,25,16,Vienna Lager,NA
1218,452,All American Red Ale,0.05,NA,12,American Amber / Red Ale,American Amber / Red Ale
1219,452,All American Blonde Ale,0.05,NA,12,American Blonde Ale,American Blonde Ale
1220,439,Longboard Island Lager,0.046,18,16,American Amber / Red Lager,NA
1221,171,Barney Flats Oatmeal Stout,0.057,13,12,Oatmeal Stout,NA
1222,282,Cropduster Mid-American IPA,0.065,NA,12,American IPA,American IPA
1223,15,All Day IPA,0.047,42,12,American IPA,American IPA
1224,451,Dank IPA,0.065,NA,16,American IPA,American IPA
1225,131,Point Nude Beach Summer Wheat,0.052,7,16,American Pale Wheat Ale,American Pale Wheat Ale
1226,450,Three Skulls Ale Pale Ale,0.063,42,16,American Pale Ale (APA),American Pale Ale (APA)
1227,450,Hoppy Bitch IPA,0.063,NA,16,American IPA,American IPA
1228,360,Mad Beach,0.048,23,12,American Pale Wheat Ale,American Pale Wheat Ale
1229,449,Dodgy Knight Imperial IPA,0.08,95,12,American Double / Imperial IPA,American Double / Imperial IPA
1231,161,There Will Be Stout,0.065,NA,12,American Stout,NA
1232,161,River House Saison,0.05,NA,12,Saison / Farmhouse Ale,NA
1233,161,Day Break 4-Grain Breakfast Beer,0.05,NA,16,Rye Beer,NA
1234,161,The Imperial Texan,0.08,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1235,125,Love Street Summer Seasonal (2014),0.047,20,12,KÃ¶lsch,NA
1236,448,Pace Setter Belgian Style Wit,0.037,21,12,Witbier,NA
1237,448,Pit Stop Chocolate Porter,0.037,34,12,American Porter,NA
1238,447,Wild Night,0.059,18,12,Cream Ale,NA
1239,447,Midnight Oil,0.05,38,12,Oatmeal Stout,NA
1240,447,Stump Knocker Pale Ale,0.0559999999999999,35,12,American Pale Ale (APA),American Pale Ale (APA)
1241,447,Cotton Mouth,0.05,10,12,Witbier,NA
1242,447,Big Nose,0.073,50,12,American IPA,American IPA
1243,141,Tropical Heatwave,0.052,NA,16,American Pale Wheat Ale,American Pale Wheat Ale
1244,365,Dos Pistolas,0.048,20,12,Vienna Lager,NA
1245,394,Schilling Hard Cider,0.065,NA,12,Cider,NA
1246,446,Cranberry Blend,0.049,NA,12,Cider,NA
1247,122,Ray Rayâ€™s Pale Ale,0.052,42,12,American Pale Ale (APA),American Pale Ale (APA)
1248,122,Main St. Virginia Ale,0.05,40,12,Altbier,NA
1249,345,Duluchan India Pale Ale,0.0559999999999999,70,12,American IPA,American IPA
1250,445,Action Man Lager,0.055,NA,12,Vienna Lager,NA
1251,445,Trail Maker Pale Ale,0.065,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1252,166,Dale's Pale Ale,0.065,65,12,American Pale Ale (APA),American Pale Ale (APA)
1253,75,Venture Pils,0.05,38,12,German Pilsener,NA
1254,32,JP's Ould Sod Irish Red IPA,0.06,NA,12,American IPA,American IPA
1255,444,Bad Axe Imperial IPA,0.098,76,16,American Double / Imperial IPA,American Double / Imperial IPA
1256,444,Forest Fire Imperial Smoked Rye,0.099,85,16,Rye Beer,NA
1257,444,Jack Pine Savage,0.053,43,16,American Pale Ale (APA),American Pale Ale (APA)
1258,442,5 Day IPA,0.061,66,12,American IPA,American IPA
1259,433,13 Rebels ESB,0.052,42,12,Extra Special / Strong Bitter (ESB),NA
1260,433,Wee-Heavy-Er Scotch Ale,0.07,24,12,Scotch Ale / Wee Heavy,NA
1261,75,Bent Paddle Black Ale,0.06,34,12,American Black Ale,NA
1262,443,Marble Pilsner,0.047,NA,12,German Pilsener,NA
1263,227,El Hefe Speaks,0.053,11,12,Hefeweizen,NA
1264,442,O'Fallon Pumpkin Beer,0.055,NA,12,Pumpkin Ale,NA
1265,387,Old Grogham Imperial India Pale Ale,0.085,86,16,American Double / Imperial IPA,American Double / Imperial IPA
1266,10,Zaison,0.09,NA,16,Saison / Farmhouse Ale,NA
1267,10,Black Rabbit,0.05,NA,16,American Black Ale,NA
1268,441,Rustic Red,0.052,23,16,Irish Red Ale,NA
1269,165,Great Crescent Coconut Porter,0.0559999999999999,33,16,American Porter,NA
1270,343,Capital Trail Pale Ale,0.0559999999999999,55,12,American Pale Ale (APA),American Pale Ale (APA)
1271,375,Lemongrass Saison,0.05,NA,12,Saison / Farmhouse Ale,NA
1272,284,Louie's Demise Amber Ale,0.051,24,16,American Amber / Red Ale,American Amber / Red Ale
1273,440,SNO White Ale,0.048,NA,16,Witbier,NA
1274,439,Longboard Island Lager,0.046,18,24,American Amber / Red Lager,NA
1275,365,Dirty Blonde Chocolate Ale,0.048,NA,12,American Blonde Ale,American Blonde Ale
1276,438,Will Power Pale Ale,0.047,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1277,438,CEO Stout,0.059,NA,16,American Stout,NA
1278,438,Northern Hawk Owl Amber,0.0579999999999999,NA,12,American Amber / Red Ale,American Amber / Red Ale
1279,437,East India Pale Ale,0.068,47,16,English India Pale Ale (IPA),NA
1280,229,Lazy Daze Lager,0.055,NA,16,American Adjunct Lager,NA
1281,300,Samuel Adams Octoberfest,0.053,15,12,MÃ¤rzen / Oktoberfest,NA
1282,436,Nice Rack IPA,0.055,65,16,American IPA,American IPA
1283,436,Na ZdravÃ­ Pilsner,0.048,32,16,Czech Pilsener,NA
1284,74,Dog Days Lager,0.051,17,12,Dortmunder / Export Lager,NA
1285,435,No Limits Hefeweizen,0.05,NA,16,Hefeweizen,NA
1286,173,Bikini Beer,0.027,NA,12,American IPA,American IPA
1287,173,Hipster Ale (Two Roads Brewing),0.055,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1288,219,Bozone Hefe Weizen,0.06,25,12,Hefeweizen,NA
1289,219,Bozone HopZone IPA,0.07,80,12,American IPA,American IPA
1290,128,The Sword Iron Swan Ale,0.059,NA,12,English Pale Ale,NA
1291,143,Narragansett Bohemian Pilsner,0.086,35,16,German Pilsener,NA
1292,434,Angry Orchard Crisp Apple,0.05,NA,12,Cider,NA
1293,434,Angry Orchard Crisp Apple,0.05,NA,16,Cider,NA
1294,434,Angry Orchard Apple Ginger,0.05,NA,16,Cider,NA
1295,83,Summerfest,0.05,28,12,Czech Pilsener,NA
1296,240,Point the Way IPA,0.059,60,12,American IPA,American IPA
1297,264,Estival Cream Stout,0.0579999999999999,15,12,American Stout,NA
